"AchievedFillRates_Avg","AchievedFillRates_Total","HoldingCosts","TargetFillRates","Method"
0.766789095021812,0.745901241320088,36613223.3555969,0.75,"META-2"
0.776536781726672,0.755967000360358,37719701.652901,0.76,"META-2"
0.786570529461517,0.766393117919019,38899971.0903816,0.77,"META-2"
0.796368276642052,0.776612221009668,40116806.8947537,0.78,"META-2"
0.805844954402627,0.786520802398301,41382400.6060781,0.79,"META-2"
0.815859821661316,0.797015924779632,42744518.7989259,0.8,"META-2"
0.825451901465057,0.807120019832497,44156181.01363,0.81,"META-2"
0.835007736925407,0.81722155915119,45652007.3585187,0.82,"META-2"
0.844710650868473,0.827476442520261,47248354.6505378,0.83,"META-2"
0.854124696447064,0.837487253275812,48928831.730146,0.84,"META-2"
0.863636660411848,0.847609238467888,50731234.5246102,0.85,"META-2"
0.873113848893237,0.857719722856186,52663075.0842735,0.86,"META-2"
0.882465819725178,0.867743312282603,54743753.6495332,0.87,"META-2"
0.891755698250622,0.877734955031857,56995849.5649328,0.88,"META-2"
0.901041701326202,0.887801991939214,59452094.8384692,0.89,"META-2"
0.910214514527045,0.897791078954296,62146617.5700259,0.9,"META-2"
0.919239141047381,0.907699660342928,65137834.8764818,0.91,"META-2"
0.928307773017674,0.917677246554231,68488931.9834144,0.92,"META-2"
0.937337220877569,0.927671445037659,72307261.5866052,0.93,"META-2"
0.946099377796757,0.93742412664174,76698744.3671503,0.94,"META-2"
0.954783135415445,0.947167863176215,81837822.8100383,0.95,"META-2"
0.96321196916792,0.956659859894653,87843476.3195147,0.96,"META-2"
0.97060179629223,0.965041390114931,94571235.9301937,0.97,"META-2"
0.976173253408741,0.971368110060136,101211214.097478,0.98,"META-2"
0.979039305413371,0.974613892459817,105914092.554091,0.99,"META-2"
