"AchievedFillRates_Avg","AchievedFillRates_Total","HoldingCosts","TargetFillRates","Method"
0.878076830350931,0.871296751418741,8055100.21897828,0.75,"RNN"
0.883731496667548,0.876547209437419,8206327.42559998,0.76,"RNN"
0.889531371430681,0.881596586085169,8364914.67713672,0.77,"RNN"
0.894938658455265,0.886210286429242,8526895.72960133,0.78,"RNN"
0.900434288273925,0.890902185084231,8690916.22161709,0.79,"RNN"
0.905446923067446,0.895314804057375,8854707.54999722,0.8,"RNN"
0.910871847530824,0.900040216274186,9044947.36962952,0.81,"RNN"
0.915981227233754,0.904151213190938,9224417.80937891,0.82,"RNN"
0.920873884078366,0.908061128736762,9414031.07253141,0.83,"RNN"
0.925511416224789,0.911859332409849,9609972.13916085,0.84,"RNN"
0.930641032663291,0.916327807319362,9806178.73272333,0.85,"RNN"
0.934786815167454,0.920047812681532,10001716.7807356,0.86,"RNN"
0.938693028128302,0.923510880736405,10197463.9203763,0.87,"RNN"
0.942854747957794,0.926929264042182,10405823.0560521,0.88,"RNN"
0.947120698733349,0.930414674471603,10629529.5776997,0.89,"RNN"
0.950859786345887,0.933766030653738,10863096.9075604,0.9,"RNN"
0.954627123985887,0.936927476652219,11105443.2729956,0.91,"RNN"
0.958577015688772,0.939977210777961,11354173.7466775,0.92,"RNN"
0.961924236094757,0.942892890656419,11593755.6071584,0.93,"RNN"
0.964355823562147,0.945138299298449,11819512.2649955,0.94,"RNN"
0.966451568399333,0.94697037401135,12052839.3589961,0.95,"RNN"
0.968052734389831,0.948567853791501,12254981.2765977,0.96,"RNN"
0.968984479262323,0.949483891147951,12407030.1073395,0.97,"RNN"
0.969440579094823,0.949930738638903,12514677.7524608,0.98,"RNN"
0.969572784498738,0.950053621698914,12553161.9991461,0.99,"RNN"
