"AchievedFillRates_Avg","AchievedFillRates_Total","HoldingCosts","TargetFillRates","Method"
0.854874296636854,0.769583091290942,6608749.37593546,0.75,"WILLEMAIN"
0.861090986224707,0.778006166495375,6744083.51583604,0.76,"WILLEMAIN"
0.867075428132112,0.786261673890701,6888630.73101577,0.77,"WILLEMAIN"
0.873011119324969,0.794930515215157,7036092.66999117,0.78,"WILLEMAIN"
0.879145134089921,0.80344295991778,7186924.01482974,0.79,"WILLEMAIN"
0.884432137887694,0.81147504356763,7341220.42069556,0.8,"WILLEMAIN"
0.889791884390627,0.819842262835694,7503181.04284249,0.81,"WILLEMAIN"
0.895354210523565,0.828466419411055,7679698.84582486,0.82,"WILLEMAIN"
0.900886586774186,0.836934179364583,7868850.68970383,0.83,"WILLEMAIN"
0.906600296630145,0.845491308816301,8068113.68967963,0.84,"WILLEMAIN"
0.912229205435624,0.853892041646186,8283564.36197293,0.85,"WILLEMAIN"
0.917602844685122,0.862102864292417,8514524.32538369,0.86,"WILLEMAIN"
0.92297993854343,0.870324858125922,8754546.86542304,0.87,"WILLEMAIN"
0.928587975949072,0.878356941775772,9001203.93216254,0.88,"WILLEMAIN"
0.933994403697902,0.886645962732919,9270410.79894101,0.89,"WILLEMAIN"
0.939722618392734,0.894789758255507,9551557.70351369,0.9,"WILLEMAIN"
0.944649519557038,0.902553733410787,9866676.36337895,0.91,"WILLEMAIN"
0.949719971701397,0.910541132311542,10201769.9004981,0.92,"WILLEMAIN"
0.954327463768678,0.918383305777738,10553359.0116919,0.93,"WILLEMAIN"
0.958572336623503,0.926069082622101,10922617.7004973,0.94,"WILLEMAIN"
0.962297959359508,0.93333035435006,11315910.5234272,0.95,"WILLEMAIN"
0.965518933816752,0.939910183654319,11724948.0417546,0.96,"WILLEMAIN"
0.967931484043896,0.945473434916663,12089119.538654,0.97,"WILLEMAIN"
0.969054936909917,0.948891818222441,12387544.4021897,0.98,"WILLEMAIN"
0.969423746193532,0.949975423387998,12541895.2486789,0.99,"WILLEMAIN"
