"AchievedFillRates_Avg","AchievedFillRates_Total","HoldingCosts","TargetFillRates","Method"
0.827690671842639,0.820946898321934,33528855.3831733,0.75,"ESRNN"
0.838098623306247,0.831507144022908,34387240.6987078,0.76,"ESRNN"
0.848377910320753,0.842012987334135,35270728.3826822,0.77,"ESRNN"
0.858060841684585,0.851899385252996,36158133.1837874,0.78,"ESRNN"
0.867759931093724,0.861785783171857,37095487.9391771,0.79,"ESRNN"
0.877197948111868,0.871444680188133,38068744.90977,0.8,"ESRNN"
0.886661391362273,0.881144378996721,39081442.9993285,0.81,"ESRNN"
0.895750223052453,0.890478098092454,40129942.8550744,0.82,"ESRNN"
0.904418661424472,0.899391435085585,41214727.7811314,0.83,"ESRNN"
0.913123450521173,0.908387612081287,42367518.3501825,0.84,"ESRNN"
0.921514431573195,0.917032646379521,43561964.708629,0.85,"ESRNN"
0.929327410536443,0.925137366034115,44819333.5417177,0.86,"ESRNN"
0.937249600851447,0.93333728987077,46148263.2671732,0.87,"ESRNN"
0.944499159580677,0.940864602343259,47551140.272071,0.88,"ESRNN"
0.951627074001032,0.948318966156768,49045349.2187975,0.89,"ESRNN"
0.958360923677828,0.955360366375367,50626073.3287126,0.9,"ESRNN"
0.964643200098655,0.961972729565721,52324292.0069478,0.91,"ESRNN"
0.970431748837957,0.968075688561156,54150764.4603183,0.92,"ESRNN"
0.97567059211721,0.973654406346286,56128411.8274628,0.93,"ESRNN"
0.98037522655341,0.978665608292903,58246024.0507399,0.94,"ESRNN"
0.984398624691737,0.982984416188173,60514968.0108827,0.95,"ESRNN"
0.987619021650165,0.986453804952596,62886021.0693557,0.96,"ESRNN"
0.989770002335159,0.988800526219479,65166898.5821231,0.97,"ESRNN"
0.990874510396504,0.990024579988823,67057218.7471345,0.98,"ESRNN"
0.991178510451516,0.990370777014496,68171887.5149535,0.99,"ESRNN"
