"AchievedFillRates_Avg","AchievedFillRates_Total","HoldingCosts","TargetFillRates","Method"
0.697637689207272,0.76655322997602,107499.314810589,0.75,"Croston Tuned"
0.704837341750373,0.777896614458014,110631.155347911,0.76,"Croston Tuned"
0.712394114105939,0.789276865764727,113714.34760525,0.77,"Croston Tuned"
0.719765428729682,0.800689158568409,116938.351966411,0.78,"Croston Tuned"
0.726291256743311,0.812103160047534,120244.751661772,0.79,"Croston Tuned"
0.733477230540717,0.8233494141724,123722.805305717,0.8,"Croston Tuned"
0.739947437034556,0.834879060786509,127260.497209578,0.81,"Croston Tuned"
0.747217049095695,0.846807819315084,130779.022785128,0.82,"Croston Tuned"
0.754296320480053,0.857946055435923,134474.142149906,0.83,"Croston Tuned"
0.760578200010855,0.868221509512221,138252.793367056,0.84,"Croston Tuned"
0.766423990048783,0.87800403371811,142182.682703067,0.85,"Croston Tuned"
0.772086656410532,0.885714972317792,146228.841431089,0.86,"Croston Tuned"
0.778194788694848,0.893118687771222,150486.138090822,0.87,"Croston Tuned"
0.784260868073706,0.900236022617002,155035.653992478,0.88,"Croston Tuned"
0.789518120820363,0.907023748191899,159675.350657867,0.89,"Croston Tuned"
0.79478855605381,0.913677776104315,164481.435810661,0.9,"Croston Tuned"
0.799778973402067,0.920397625166365,169424.367555367,0.91,"Croston Tuned"
0.804437485792366,0.927146843635287,174524.743059878,0.92,"Croston Tuned"
0.808685305003319,0.933374544643227,179448.848136494,0.93,"Croston Tuned"
0.812582166802452,0.939239313081931,184305.071442911,0.94,"Croston Tuned"
0.81594313468279,0.944644447826747,189468.638579872,0.95,"Croston Tuned"
0.818659280369343,0.949946046745144,194756.894904717,0.96,"Croston Tuned"
0.820601195421335,0.954571233059236,199734.947815489,0.97,"Croston Tuned"
0.822229627367321,0.957987989621265,204427.2387744,0.98,"Croston Tuned"
0.823642052783888,0.959761148988601,208777.380854289,0.99,"Croston Tuned"
