"AchievedFillRates_Avg","AchievedFillRates_Total","HoldingCosts","TargetFillRates","Method"
0.725954806521818,0.815191888069825,121087.760136122,0.75,"EN-2"
0.731881223820929,0.825989082477814,124257.524343667,0.76,"EN-2"
0.738683287457374,0.837046973707763,127470.388021722,0.77,"EN-2"
0.744359554422241,0.848090786937874,130701.659740456,0.78,"EN-2"
0.75004743247648,0.857561913004134,134134.289776111,0.79,"EN-2"
0.755157048123885,0.866951802696664,137550.490861278,0.8,"EN-2"
0.760280855720802,0.874650807690086,141094.046007678,0.81,"EN-2"
0.765182895651227,0.881760383333376,144702.010748222,0.82,"EN-2"
0.770011294595977,0.888686841797901,148549.216115067,0.83,"EN-2"
0.775225265633964,0.895288717964218,152352.064120017,0.84,"EN-2"
0.780024126937918,0.901620829772475,156304.164819217,0.85,"EN-2"
0.783964387453144,0.907383820587027,160365.880402967,0.86,"EN-2"
0.788284386892586,0.9128038876694,164460.125921283,0.87,"EN-2"
0.792348856897373,0.918159545116636,168578.220784917,0.88,"EN-2"
0.795969221261978,0.923458023845096,172775.147208367,0.89,"EN-2"
0.799397673415582,0.928658191827114,176695.806948678,0.9,"EN-2"
0.802493436443695,0.933471233386172,180632.9859056,0.91,"EN-2"
0.805575396447334,0.937837295354977,184629.107373661,0.92,"EN-2"
0.807862753539189,0.94203702148402,188584.880035022,0.93,"EN-2"
0.809802207416556,0.946199751075232,192349.320731639,0.94,"EN-2"
0.811472754361847,0.950016411980917,196103.367697033,0.95,"EN-2"
0.812956282195008,0.953108965950394,199665.51386315,0.96,"EN-2"
0.814305794503864,0.955224553781663,203163.265008589,0.97,"EN-2"
0.815406812455328,0.956544938920292,206443.9792844,0.98,"EN-2"
0.816161512372923,0.95725993292081,209337.248056044,0.99,"EN-2"
