"AchievedFillRates_Avg","AchievedFillRates_Total","HoldingCosts","TargetFillRates","Method"
0.831384979662153,0.751943786585638,6253243.40357242,0.75,"EN-2"
0.837761263149663,0.760947763528308,6393400.37309404,0.76,"EN-2"
0.845330211860001,0.77052147102194,6547571.56178317,0.77,"EN-2"
0.852282923152029,0.779760042897359,6703044.51009881,0.78,"EN-2"
0.859386689530381,0.789467804638277,6866306.02621609,0.79,"EN-2"
0.866660230754647,0.799153224004647,7039185.45724493,0.8,"EN-2"
0.873670069352376,0.808604048438268,7219598.23393144,0.81,"EN-2"
0.880585730607745,0.818121899995532,7400274.77541611,0.82,"EN-2"
0.886956005008613,0.827192904061844,7593723.69571724,0.83,"EN-2"
0.893796485546192,0.836409133562715,7803804.1713038,0.84,"EN-2"
0.900261247110677,0.845837615621788,8031388.04845123,0.85,"EN-2"
0.907423902217386,0.855254926493588,8284404.11404378,0.86,"EN-2"
0.913634173445416,0.863957281379865,8549698.94883399,0.87,"EN-2"
0.920666349669817,0.872938915947987,8843686.27299028,0.88,"EN-2"
0.927192671675569,0.881831181017919,9163799.27778841,0.89,"EN-2"
0.933552187677682,0.890589391840565,9481499.0313259,0.9,"EN-2"
0.94023023946354,0.899548684034139,9840919.64323436,0.91,"EN-2"
0.945838444702358,0.908161669422226,10206258.4369117,0.92,"EN-2"
0.951967265944188,0.9171209616158,10602792.0686202,0.93,"EN-2"
0.957007178925313,0.925275928325662,11013145.8299083,0.94,"EN-2"
0.961803877659362,0.933397381473703,11429056.8790138,0.95,"EN-2"
0.965144936726401,0.939921354841593,11827043.335167,0.96,"EN-2"
0.967840003684185,0.94540640779302,12174485.8209801,0.97,"EN-2"
0.96913303976891,0.948768935162429,12429411.4767215,0.98,"EN-2"
0.969558894425801,0.950008936949819,12545652.8153924,0.99,"EN-2"
